,HorseNameCHI,date,raceid,location_id,distance,DG,Act_RS,wlast,first,firsttwo,firstthree
5443,平湖之星,2018-04-08,555,0,1.6,Outer,MiddleFront,1.0,0,0,1
5444,平湖之星,2018-03-18,504,0,1.6,MiddleInner,MiddleLate,3.0,0,1,1
5445,平湖之星,2018-02-25,455,0,1.4,Outer,MiddleFront,3.0,0,0,0
5446,平湖之星,2018-01-21,362,0,1.4,Outer,MiddleFront,3.0,1,1,1
5463,常豐裕,2018-12-26,287,1,1.2,Inner,MiddleLate,1.0,0,1,1
5464,常豐裕,2018-11-28,214,1,1.2,Outer,Late,3.0,0,0,0
5465,常豐裕,2018-11-07,156,1,1.2,Outer,Late,1.0,0,1,1
5466,常豐裕,2018-07-11,790,1,1.2,MiddleOuter,Pace,2.0,0,0,1
5467,常豐裕,2018-06-27,753,1,1.2,Inner,MiddleLate,1.0,1,1,1
5468,常豐裕,2018-06-06,710,1,1.2,Outer,MiddleFront,4.0,0,0,0
5469,常豐裕,2018-05-16,651,1,1.2,Outer,Late,4.0,0,0,0
5470,常豐裕,2018-04-25,596,1,1.2,Inner,MiddleFront,1.0,0,0,0
5471,常豐裕,2018-01-17,349,1,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
5472,常豐裕,2018-01-01,313,0,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
5490,勁飛寶寶,2018-12-19,265,0,1.65,Inner,Pace,1.0,0,0,0
5491,勁飛寶寶,2018-12-05,230,1,1.0,MiddleOuter,MiddleLate,2.0,0,0,0
5492,勁飛寶寶,2018-11-14,175,1,1.0,Inner,MiddleLate,1.0,0,0,0
5493,勁飛寶寶,2018-10-24,123,1,1.0,MiddleOuter,Late,3.0,0,0,0
5494,勁飛寶寶,2018-10-07,80,0,1.2,MiddleOuter,MiddleFront,4.0,0,0,0
5495,勁飛寶寶,2018-09-22,37,0,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
5496,勁飛寶寶,2018-07-11,791,1,1.0,MiddleOuter,MiddleLate,4.0,0,0,0
5497,勁飛寶寶,2018-06-27,754,1,1.0,Outer,Late,3.0,0,0,0
5498,勁飛寶寶,2018-05-06,627,0,1.4,MiddleOuter,Pace,2.0,0,0,0
5499,勁飛寶寶,2018-04-15,570,0,1.4,Inner,Pace,1.0,0,0,0
5500,勁飛寶寶,2018-04-02,545,0,1.4,Outer,MiddleFront,3.0,0,0,0
5522,威勝哥,2018-11-28,209,1,1.2,MiddleInner,MiddleFront,3.0,0,0,0
5523,威勝哥,2018-11-14,174,1,1.2,MiddleInner,MiddleLate,1.0,0,0,0
5524,威勝哥,2018-07-15,800,0,1.2,Outer,Late,2.0,0,0,0
5525,威勝哥,2018-06-13,725,1,1.65,Outer,MiddleLate,3.0,0,0,0
5526,威勝哥,2018-04-18,580,1,1.2,Inner,MiddleLate,3.0,0,0,0
5527,威勝哥,2018-02-10,413,0,1.4,Outer,Late,6.0,0,0,0
5557,霸勝,2018-12-29,299,0,1.2,Inner,Pace,2.0,0,0,0
5558,霸勝,2018-11-28,215,1,1.0,Outer,Late,4.0,0,0,0
5559,霸勝,2018-10-07,79,0,1.2,Inner,MiddleFront,1.0,0,0,0
5565,霸勝,2018-04-21,590,0,1.4,MiddleOuter,MiddleLate,2.0,0,0,0
5566,霸勝,2018-03-21,513,1,1.2,MiddleInner,MiddleFront,3.0,0,0,0
5580,本事,2018-12-16,254,0,2.2,MiddleInner,MiddleLate,3.0,0,0,0
5581,本事,2018-11-28,213,1,2.2,MiddleOuter,MiddleFront,4.0,0,0,0
5582,本事,2018-11-10,163,0,2.0,Inner,MiddleFront,1.0,0,0,0
5583,本事,2018-10-18,104,1,1.8,Inner,MiddleFront,2.0,0,0,0
5584,本事,2018-06-27,752,1,2.2,Inner,MiddleFront,2.0,1,1,1
5585,本事,2018-06-13,724,1,1.8,Inner,Pace,3.0,0,1,1
5586,本事,2018-05-23,668,1,1.8,MiddleInner,MiddleFront,3.0,0,0,1
5587,本事,2018-05-06,622,0,1.6,Inner,MiddleFront,1.0,0,0,0
5588,本事,2018-03-11,487,0,1.4,Inner,MiddleFront,1.0,0,0,0
5589,本事,2018-01-07,324,0,1.8,MiddleInner,Pace,3.0,0,0,0
5605,祥光普照,2018-12-26,285,1,1.8,Outer,Late,4.0,0,0,1
5606,祥光普照,2018-12-02,219,0,1.8,Inner,MiddleLate,1.0,0,0,0
5607,祥光普照,2018-11-07,157,1,1.65,Outer,Late,2.0,0,0,0
5608,祥光普照,2018-10-18,105,1,1.65,MiddleInner,Late,2.0,0,1,1
5609,祥光普照,2018-09-26,50,1,1.2,Inner,MiddleLate,1.0,0,0,0
5610,祥光普照,2018-07-01,764,0,1.65,Inner,MiddleLate,1.0,0,1,1
5611,祥光普照,2018-06-03,699,0,1.6,Inner,MiddleLate,1.0,0,0,0
5612,祥光普照,2018-05-20,663,0,1.4,Inner,Late,1.0,0,0,0
5613,祥光普照,2018-05-06,625,0,1.2,Inner,MiddleLate,1.0,0,0,0
5614,祥光普照,2018-04-15,569,0,1.2,MiddleOuter,Late,2.0,0,0,0
5636,常山耆寶,2018-12-02,220,0,1.2,MiddleInner,MiddleFront,2.0,1,1,1
5637,常山耆寶,2018-10-31,138,0,1.2,MiddleOuter,Pace,2.0,0,0,0
5638,常山耆寶,2018-09-22,38,0,1.2,Outer,Pace,2.0,0,0,0
5639,常山耆寶,2018-07-08,779,0,1.2,MiddleInner,Pace,1.0,0,0,1
5640,常山耆寶,2018-06-16,733,0,1.2,Inner,MiddleFront,1.0,0,0,0
5641,常山耆寶,2018-05-02,613,0,1.2,Inner,MiddleFront,1.0,0,0,0
5642,常山耆寶,2018-03-25,520,0,1.2,Outer,Pace,1.0,1,1,1
5643,常山耆寶,2018-02-18,427,0,1.4,Inner,Pace,1.0,0,0,0
5644,常山耆寶,2018-01-01,308,0,1.4,Inner,MiddleFront,2.0,0,0,0
5654,喜歡盈,2018-07-08,784,0,1.6,MiddleInner,MiddleLate,3.0,0,0,0
5655,喜歡盈,2018-06-16,736,0,1.6,Inner,MiddleLate,1.0,0,0,0
5656,喜歡盈,2018-05-23,671,1,1.65,Inner,MiddleLate,1.0,0,0,0
5657,喜歡盈,2018-04-25,601,1,1.65,MiddleOuter,Pace,1.0,0,0,0
5658,喜歡盈,2018-04-11,559,1,1.65,MiddleOuter,Late,6.0,0,1,1
5659,喜歡盈,2018-03-14,497,1,1.8,Outer,Late,2.0,0,0,1
5660,喜歡盈,2018-02-07,402,1,2.2,Outer,MiddleFront,4.0,0,0,0
5676,印印腳,2018-12-26,287,1,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
5677,印印腳,2018-11-21,193,1,1.2,MiddleOuter,Pace,4.0,0,0,0
5678,印印腳,2018-07-08,786,0,1.4,MiddleInner,Pace,1.0,0,0,0
5679,印印腳,2018-06-16,735,0,1.4,MiddleOuter,Pace,1.0,0,0,0
5680,印印腳,2018-06-03,695,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
5681,印印腳,2018-05-20,661,0,1.4,MiddleOuter,Pace,2.0,0,0,0
5682,印印腳,2018-04-25,596,1,1.2,Inner,Pace,1.0,0,1,1
5683,印印腳,2018-03-28,532,1,1.2,MiddleOuter,Pace,2.0,0,1,1
5684,印印腳,2018-03-11,485,0,1.2,Outer,MiddleFront,2.0,0,0,0
5685,印印腳,2018-02-18,431,0,1.2,Outer,Late,4.0,0,0,0
5714,開懷大少,2018-12-16,259,0,1.6,MiddleInner,MiddleLate,3.0,1,1,1
5715,開懷大少,2018-11-25,202,0,1.6,Inner,Late,1.0,0,0,0
5716,開懷大少,2018-11-04,148,0,1.6,MiddleOuter,MiddleLate,2.0,0,1,1
5717,開懷大少,2018-10-21,110,0,1.6,Outer,MiddleLate,6.0,0,0,0
5718,開懷大少,2018-09-22,40,0,1.6,Outer,Late,2.0,0,0,0
5719,開懷大少,2018-07-04,774,1,1.8,MiddleInner,MiddleFront,1.0,0,0,0
5720,開懷大少,2018-06-03,699,0,1.6,Outer,Late,7.0,0,0,0
5721,開懷大少,2018-04-29,603,0,1.8,Inner,MiddleFront,4.0,0,0,0
5722,開懷大少,2018-04-08,550,0,1.8,Inner,MiddleFront,2.0,0,0,0
5723,開懷大少,2018-03-25,523,0,2.0,Inner,MiddleFront,4.0,0,0,1
5750,雷霆導彈,2018-12-29,292,0,1.2,Outer,Pace,3.0,0,0,0
5751,雷霆導彈,2018-11-28,209,1,1.2,MiddleOuter,Pace,5.0,0,0,0
5752,雷霆導彈,2018-07-11,790,1,1.2,MiddleInner,Late,1.0,0,0,0
5753,雷霆導彈,2018-06-13,726,1,1.2,Outer,Late,2.0,0,0,0
5754,雷霆導彈,2018-04-25,596,1,1.2,Outer,MiddleLate,4.0,0,0,0
5755,雷霆導彈,2018-04-11,558,1,1.2,MiddleInner,Pace,1.0,0,1,1
5756,雷霆導彈,2018-03-21,513,1,1.2,Inner,MiddleFront,1.0,0,0,0
5778,神州俊馬,2018-06-27,754,1,1.0,MiddleOuter,MiddleLate,1.0,1,1,1
5779,神州俊馬,2018-06-06,710,1,1.2,MiddleInner,MiddleLate,3.0,0,0,1
5780,神州俊馬,2018-05-09,633,1,1.2,Outer,Late,1.0,0,0,0
5781,神州俊馬,2018-04-11,558,1,1.2,MiddleOuter,Pace,5.0,0,0,0
5782,神州俊馬,2018-03-14,498,1,1.2,Outer,MiddleLate,3.0,0,0,0
5783,神州俊馬,2018-02-21,440,1,1.2,Outer,MiddleLate,3.0,0,0,0
5784,神州俊馬,2018-01-31,383,1,1.0,Outer,Late,2.0,0,0,0
5798,鴻圖機會,2018-12-12,250,1,1.8,MiddleOuter,Late,2.0,0,0,0
5799,鴻圖機會,2018-11-25,202,0,1.6,MiddleInner,MiddleFront,3.0,0,0,0
5800,鴻圖機會,2018-10-21,109,0,2.0,Inner,MiddleFront,2.0,0,0,0
5801,鴻圖機會,2018-10-01,56,0,1.8,Inner,MiddleFront,4.0,1,1,1
5802,鴻圖機會,2018-09-09,25,0,1.6,Outer,Late,5.0,0,1,1
5803,鴻圖機會,2018-07-15,802,0,1.4,Outer,Late,1.0,0,0,0
5804,鴻圖機會,2018-06-24,746,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
5805,鴻圖機會,2018-03-03,469,0,1.2,MiddleOuter,Late,3.0,0,0,0
5815,上旺財上,2018-12-26,285,1,1.8,MiddleOuter,Pace,1.0,0,1,1
5816,上旺財上,2018-12-12,246,1,1.65,MiddleInner,Pace,2.0,0,1,1
5817,上旺財上,2018-11-28,210,1,1.65,Inner,Pace,3.0,0,1,1
5818,上旺財上,2018-11-21,191,1,1.8,Inner,Pace,2.0,0,0,0
5819,上旺財上,2018-11-10,163,0,2.0,MiddleInner,Late,1.0,0,0,0
5820,上旺財上,2018-10-18,104,1,1.8,Inner,MiddleFront,1.0,0,0,0
5821,上旺財上,2018-10-03,65,1,1.65,MiddleOuter,Pace,6.0,0,0,0
5822,上旺財上,2018-09-22,40,0,1.6,MiddleOuter,Pace,2.0,0,0,0
5823,上旺財上,2018-05-06,627,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
5824,上旺財上,2018-04-15,569,0,1.2,Inner,Late,1.0,0,0,0
5825,上旺財上,2018-03-18,503,0,1.4,MiddleInner,Late,1.0,0,0,0
5826,上旺財上,2018-02-10,414,0,1.65,MiddleOuter,Late,2.0,0,0,0
5828,貨如輪轉,2018-11-18,182,0,1.65,MiddleOuter,Late,5.0,0,0,0
5829,貨如輪轉,2018-10-24,121,1,1.65,Inner,MiddleFront,1.0,0,0,0
5830,貨如輪轉,2018-10-07,74,0,1.65,Inner,MiddleLate,1.0,0,0,0
5831,貨如輪轉,2018-07-01,764,0,1.65,MiddleOuter,MiddleFront,6.0,0,0,0
5832,貨如輪轉,2018-06-10,719,0,1.65,Outer,Late,6.0,0,0,0
5833,貨如輪轉,2018-05-30,694,0,1.65,Outer,Late,5.0,0,0,0
5834,貨如輪轉,2018-05-16,656,1,1.8,Outer,Late,1.0,0,0,0
5835,貨如輪轉,2018-05-02,619,0,1.65,Inner,Late,2.0,0,0,0
5836,貨如輪轉,2018-03-11,488,0,1.65,MiddleOuter,Late,3.0,0,1,1
5853,五十五十,2018-12-09,242,0,1.6,MiddleInner,Pace,1.0,0,0,0
5854,五十五十,2018-11-18,188,0,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
5855,五十五十,2018-10-21,115,0,1.2,Inner,MiddleFront,1.0,0,1,1
5856,五十五十,2018-10-01,62,0,1.4,Inner,Pace,1.0,0,0,0
5857,五十五十,2018-04-08,555,0,1.6,MiddleOuter,Pace,2.0,0,0,0
5858,五十五十,2018-02-25,455,0,1.4,Inner,MiddleFront,2.0,0,0,1
5859,五十五十,2018-01-28,380,0,1.6,Outer,MiddleFront,1.0,0,1,1
5860,五十五十,2018-01-01,317,0,1.4,MiddleInner,MiddleFront,3.0,1,1,1
5905,爪皇轟天,2018-12-05,229,1,1.2,MiddleOuter,MiddleFront,2.0,0,0,0
5906,爪皇轟天,2018-11-10,167,0,1.4,MiddleOuter,MiddleFront,1.0,0,0,0
5907,爪皇轟天,2018-10-07,80,0,1.2,Inner,MiddleFront,3.0,0,1,1
5908,爪皇轟天,2018-09-22,37,0,1.2,MiddleOuter,MiddleFront,2.0,0,0,0
5909,爪皇轟天,2018-07-01,764,0,1.65,MiddleInner,Pace,2.0,0,0,0
5910,爪皇轟天,2018-05-30,691,0,1.65,Inner,Pace,2.0,0,0,0
5911,爪皇轟天,2018-04-25,598,1,1.65,MiddleInner,MiddleLate,4.0,0,0,0
5912,爪皇轟天,2018-04-11,560,1,1.2,Outer,Late,2.0,0,0,0
5913,爪皇轟天,2018-03-14,498,1,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
5914,爪皇轟天,2018-02-07,404,1,1.2,Outer,MiddleLate,3.0,0,0,1
5929,繽紛駿驥,2018-12-23,277,0,1.4,Outer,MiddleFront,5.0,0,0,0
5930,繽紛駿驥,2018-11-10,167,0,1.4,Inner,MiddleFront,3.0,0,0,0
5931,繽紛駿驥,2018-10-13,95,0,1.4,Outer,MiddleFront,4.0,1,1,1
5932,繽紛駿驥,2018-09-22,41,0,1.4,Outer,Pace,2.0,0,0,0
5933,繽紛駿驥,2018-07-08,786,0,1.4,MiddleInner,Pace,2.0,0,0,0
5934,繽紛駿驥,2018-06-16,735,0,1.4,MiddleInner,MiddleFront,3.0,0,0,0
5935,繽紛駿驥,2018-05-20,661,0,1.4,Outer,MiddleFront,3.0,0,0,0
5936,繽紛駿驥,2018-04-21,590,0,1.4,Outer,MiddleLate,3.0,0,0,0
5964,樂滿家,2018-11-07,162,1,1.2,MiddleInner,MiddleFront,2.0,0,0,0
5965,樂滿家,2018-10-10,89,1,1.0,Outer,MiddleFront,2.0,1,1,1
5966,樂滿家,2018-07-11,794,1,1.0,Inner,MiddleFront,1.0,1,1,1
5971,樂滿家,2018-03-28,534,1,1.2,Outer,Late,1.0,0,0,0
5987,龍騰摘星,2018-12-12,249,1,1.2,Outer,MiddleLate,2.0,0,0,1
5988,龍騰摘星,2018-11-21,193,1,1.2,MiddleOuter,MiddleLate,1.0,0,1,1
5989,龍騰摘星,2018-10-28,131,1,1.2,MiddleOuter,Pace,2.0,1,1,1
5990,龍騰摘星,2018-09-22,39,0,1.2,Outer,Late,2.0,0,0,0
5993,龍騰摘星,2018-01-24,372,0,1.65,Outer,Pace,3.0,0,0,0
5994,龍騰摘星,2018-01-10,333,1,1.0,MiddleInner,Late,1.0,0,0,0
6039,馬功臣,2018-12-09,237,0,1.2,Inner,MiddleFront,1.0,0,0,0
6040,馬功臣,2018-11-07,159,1,1.2,Inner,Late,1.0,0,0,0
6041,馬功臣,2018-10-18,106,1,1.0,MiddleInner,Late,3.0,0,0,0
6042,馬功臣,2018-07-15,806,0,1.2,Outer,Late,3.0,0,0,0
6043,馬功臣,2018-06-24,749,0,1.2,MiddleInner,MiddleLate,2.0,0,0,0
6044,馬功臣,2018-06-10,721,0,1.2,MiddleInner,MiddleLate,2.0,1,1,1
6045,馬功臣,2018-05-16,655,1,1.2,Outer,Late,1.0,0,0,0
6046,馬功臣,2018-04-25,602,1,1.2,MiddleOuter,Late,2.0,0,0,0
6047,馬功臣,2018-04-18,583,1,1.2,MiddleOuter,MiddleLate,1.0,0,1,1
6065,酷比仔,2018-11-25,208,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
6066,酷比仔,2018-11-04,154,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
6067,酷比仔,2018-10-07,82,0,1.4,Inner,MiddleFront,2.0,0,1,1
6068,酷比仔,2018-05-20,667,0,1.6,MiddleInner,MiddleFront,2.0,0,0,0
6069,酷比仔,2018-04-21,594,0,1.4,Inner,MiddleFront,1.0,1,1,1
6070,酷比仔,2018-04-08,557,0,1.4,Outer,MiddleFront,3.0,0,1,1
6071,酷比仔,2018-03-18,511,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
6087,旺蝦王,2018-12-09,240,0,1.2,Outer,Pace,1.0,0,0,0
6088,旺蝦王,2018-11-18,188,0,1.2,MiddleOuter,Pace,1.0,1,1,1
6089,旺蝦王,2018-10-21,115,0,1.2,MiddleOuter,Pace,1.0,1,1,1
6091,旺蝦王,2018-06-13,730,1,1.2,Inner,Pace,1.0,1,1,1
6092,旺蝦王,2018-04-29,611,0,1.2,MiddleOuter,Pace,2.0,0,1,1
6125,好甜橙,2018-10-13,94,0,1.2,MiddleOuter,Pace,1.0,0,0,0
6126,好甜橙,2018-10-01,57,0,1.2,Inner,Pace,2.0,0,0,0
6127,好甜橙,2018-06-10,717,0,1.2,MiddleOuter,Pace,2.0,0,0,0
6128,好甜橙,2018-05-06,626,0,1.2,MiddleOuter,Pace,1.0,0,1,1
6143,大四喜,2018-11-07,158,1,1.2,MiddleInner,Pace,2.0,0,0,0
6144,大四喜,2018-10-24,124,1,1.2,MiddleInner,Pace,2.0,0,0,0
6145,大四喜,2018-10-10,87,1,1.2,MiddleOuter,Pace,1.0,0,0,0
6146,大四喜,2018-09-26,50,1,1.2,Outer,MiddleLate,3.0,0,0,0
6147,大四喜,2018-06-13,726,1,1.2,Inner,Pace,1.0,0,0,0
6148,大四喜,2018-05-16,651,1,1.2,MiddleInner,MiddleFront,2.0,0,0,0
6149,大四喜,2018-04-25,596,1,1.2,Inner,Pace,2.0,0,0,1
6150,大四喜,2018-04-11,560,1,1.2,MiddleInner,Pace,1.0,1,1,1
6188,理想回報,2018-12-26,287,1,1.2,MiddleInner,MiddleFront,2.0,0,0,0
6189,理想回報,2018-12-05,229,1,1.2,Inner,MiddleLate,1.0,0,0,1
6190,理想回報,2018-11-21,193,1,1.2,MiddleInner,MiddleFront,3.0,0,0,0
6191,理想回報,2018-11-07,156,1,1.2,MiddleInner,MiddleLate,3.0,0,0,0
6192,理想回報,2018-10-28,131,1,1.2,MiddleOuter,Late,3.0,0,1,1
6193,理想回報,2018-10-13,94,0,1.2,Inner,MiddleFront,3.0,0,0,0
6194,理想回報,2018-09-26,49,1,1.2,Inner,Pace,2.0,0,0,0
6195,理想回報,2018-06-27,753,1,1.2,Outer,Pace,2.0,0,0,0
6196,理想回報,2018-05-27,685,0,1.4,Inner,Pace,2.0,0,0,0
6197,理想回報,2018-05-12,649,0,1.4,MiddleInner,Pace,1.0,0,0,0
6198,理想回報,2018-04-21,592,0,1.4,Outer,Pace,1.0,0,0,1
6215,港林福星,2018-11-28,213,1,2.2,MiddleInner,MiddleFront,3.0,0,0,0
6216,港林福星,2018-10-31,142,0,1.8,MiddleInner,Late,1.0,0,0,0
6217,港林福星,2018-10-10,83,1,1.8,MiddleOuter,Late,5.0,0,1,1
6218,港林福星,2018-09-12,33,1,1.65,MiddleInner,Late,6.0,0,0,0
6219,港林福星,2018-07-04,774,1,1.8,Inner,MiddleLate,2.0,0,0,0
6220,港林福星,2018-05-30,688,0,1.8,Inner,MiddleFront,2.0,0,0,0
6221,港林福星,2018-05-09,634,1,1.8,Inner,MiddleLate,3.0,0,0,0
6222,港林福星,2018-04-18,578,1,1.8,Inner,MiddleFront,3.0,1,1,1
6223,港林福星,2018-03-21,512,1,2.2,MiddleInner,Late,3.0,0,0,1
6242,威武再現,2018-12-26,287,1,1.2,Inner,MiddleFront,1.0,1,1,1
6243,威武再現,2018-11-07,156,1,1.2,Inner,Pace,2.0,0,0,0
6244,威武再現,2018-05-23,669,1,1.2,Inner,Pace,2.0,0,0,1
6245,威武再現,2018-05-02,617,0,1.2,MiddleOuter,Pace,2.0,0,0,0
6246,威武再現,2018-04-15,569,0,1.2,Inner,MiddleFront,4.0,0,0,0
6264,舉世無雙,2018-12-26,283,1,1.65,Inner,MiddleLate,2.0,0,0,0
6265,舉世無雙,2018-11-21,196,1,1.65,Outer,MiddleFront,3.0,0,0,0
6266,舉世無雙,2018-10-24,121,1,1.65,Inner,Pace,2.0,0,0,0
6267,舉世無雙,2018-10-03,67,1,1.65,MiddleInner,MiddleLate,3.0,1,1,1
6268,舉世無雙,2018-09-22,41,0,1.4,Inner,MiddleFront,1.0,0,0,1
6269,舉世無雙,2018-07-08,786,0,1.4,Outer,MiddleLate,3.0,0,0,0
6270,舉世無雙,2018-06-16,734,0,1.2,MiddleInner,MiddleFront,2.0,0,0,1
6271,舉世無雙,2018-06-03,697,0,1.2,Outer,Late,4.0,0,0,0
6276,五陵霸,2018-11-07,155,1,1.0,MiddleOuter,MiddleLate,2.0,0,1,1
6277,五陵霸,2018-10-07,76,0,1.4,Outer,Late,1.0,0,1,1
6278,五陵霸,2018-09-02,2,0,1.6,MiddleInner,MiddleFront,2.0,0,1,1
6279,五陵霸,2018-07-15,797,0,1.8,MiddleInner,Late,7.0,0,0,0
6280,五陵霸,2018-06-03,696,0,2.0,Outer,Pace,2.0,0,0,0
6281,五陵霸,2018-05-16,650,1,1.65,Inner,MiddleFront,3.0,0,0,0
6282,五陵霸,2018-03-18,502,0,1.6,Inner,MiddleFront,2.0,0,0,0
6283,五陵霸,2018-03-03,470,0,1.6,MiddleOuter,Late,3.0,0,0,0
6293,鑲黃旗,2018-11-04,147,0,1.6,MiddleOuter,Late,1.0,0,0,0
6294,鑲黃旗,2018-06-24,743,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
6295,鑲黃旗,2018-05-06,623,0,1.4,Outer,MiddleLate,3.0,0,0,0
6296,鑲黃旗,2018-02-18,430,0,1.2,Inner,MiddleLate,1.0,0,0,0
6297,鑲黃旗,2018-01-17,350,1,1.65,Inner,MiddleLate,1.0,0,0,0
6327,活力勇士,2018-12-26,284,1,1.65,Inner,MiddleFront,1.0,0,1,1
6328,活力勇士,2018-12-09,236,0,1.4,Outer,Pace,3.0,0,0,0
6329,活力勇士,2018-11-18,181,0,1.2,Outer,MiddleLate,3.0,0,0,0
6331,活力勇士,2018-01-17,350,1,1.65,Outer,Late,2.0,0,0,0
6332,活力勇士,2018-01-07,323,0,1.4,Outer,Pace,2.0,0,0,0
6356,醒目再臨,2018-12-09,236,0,1.4,Outer,Late,2.0,1,1,1
6357,醒目再臨,2018-10-21,110,0,1.6,MiddleInner,Pace,3.0,0,0,0
6358,醒目再臨,2018-09-09,25,0,1.6,Inner,Pace,2.0,0,0,0
6359,醒目再臨,2018-09-02,5,0,1.2,Inner,MiddleLate,1.0,0,1,1
6360,醒目再臨,2018-06-16,736,0,1.6,MiddleInner,MiddleFront,2.0,0,0,0
6361,醒目再臨,2018-05-27,678,0,1.6,Outer,MiddleFront,3.0,0,0,0
6362,醒目再臨,2018-04-29,603,0,1.8,MiddleOuter,MiddleLate,5.0,0,0,0
6363,醒目再臨,2018-04-15,571,0,1.6,Outer,MiddleLate,3.0,0,0,0
6364,醒目再臨,2018-03-18,502,0,1.6,MiddleInner,MiddleFront,1.0,1,1,1
6382,驫驫,2018-11-28,215,1,1.0,MiddleOuter,MiddleLate,1.0,0,0,0
6383,驫驫,2018-10-24,123,1,1.0,Inner,MiddleFront,2.0,1,1,1
6384,驫驫,2018-10-10,87,1,1.2,Inner,Pace,2.0,0,0,1
6385,驫驫,2018-07-15,800,0,1.2,Inner,MiddleFront,3.0,0,0,0
6386,驫驫,2018-06-27,754,1,1.0,MiddleOuter,MiddleFront,4.0,0,0,0
6387,驫驫,2018-06-06,708,1,1.0,Inner,MiddleFront,3.0,1,1,1
6388,驫驫,2018-05-09,633,1,1.2,MiddleInner,Pace,2.0,0,0,0
6389,驫驫,2018-04-11,560,1,1.2,MiddleInner,MiddleFront,1.0,0,1,1
6390,驫驫,2018-03-21,513,1,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
6403,旅遊皇者,2018-05-02,620,0,1.2,MiddleOuter,MiddleLate,4.0,0,0,0
6404,旅遊皇者,2018-04-18,582,1,1.2,Inner,MiddleLate,1.0,0,0,0
6405,旅遊皇者,2018-03-11,489,0,1.65,Outer,MiddleLate,7.0,0,0,0
6406,旅遊皇者,2018-02-28,459,0,1.2,Inner,Pace,1.0,1,1,1
6407,旅遊皇者,2018-02-04,394,0,1.4,Inner,MiddleFront,1.0,0,0,0
6408,旅遊皇者,2018-01-21,358,0,1.4,MiddleOuter,Pace,2.0,0,0,0
6409,旅遊皇者,2018-01-07,323,0,1.4,Inner,Pace,1.0,0,1,1
6427,盡開顏,2018-12-12,251,1,1.2,MiddleInner,MiddleFront,1.0,0,1,1
6428,盡開顏,2018-11-14,178,1,1.2,Inner,MiddleLate,1.0,0,0,0
6429,盡開顏,2018-10-18,108,1,1.2,MiddleOuter,MiddleFront,3.0,0,0,0
6430,盡開顏,2018-07-11,796,1,1.2,Inner,MiddleLate,3.0,1,1,1
6431,盡開顏,2018-06-13,727,1,1.2,MiddleInner,MiddleFront,1.0,1,1,1
6432,盡開顏,2018-05-09,633,1,1.2,MiddleOuter,Late,4.0,0,0,0
6433,盡開顏,2018-04-11,560,1,1.2,MiddleInner,MiddleFront,2.0,0,0,1
6434,盡開顏,2018-03-14,498,1,1.2,MiddleOuter,MiddleFront,3.0,0,1,1
6435,盡開顏,2018-02-07,405,1,1.2,MiddleOuter,Late,2.0,0,0,0
6436,盡開顏,2018-01-17,347,1,1.0,MiddleOuter,Late,1.0,0,0,0
6459,錶之霸,2018-05-27,680,0,1.2,Outer,Late,4.0,0,0,0
6460,錶之霸,2018-05-06,626,0,1.2,Outer,MiddleLate,2.0,0,0,0
6461,錶之霸,2018-04-02,539,0,1.2,MiddleOuter,Late,2.0,0,0,0
6481,快利寶,2018-12-05,233,1,1.65,MiddleOuter,MiddleLate,1.0,0,0,1
6482,快利寶,2018-11-14,177,1,1.65,Inner,MiddleLate,1.0,1,1,1
6483,快利寶,2018-10-10,85,1,1.65,Inner,MiddleLate,6.0,0,1,1
6484,快利寶,2018-09-26,52,1,1.65,Outer,Late,3.0,0,0,0
6485,快利寶,2018-09-05,15,1,1.65,MiddleOuter,MiddleFront,2.0,0,0,0
6486,快利寶,2018-05-23,671,1,1.65,Inner,MiddleFront,1.0,1,1,1
6487,快利寶,2018-05-09,635,1,1.65,Outer,Late,2.0,0,0,0
6488,快利寶,2018-04-25,598,1,1.65,Inner,MiddleLate,3.0,0,0,0
6489,快利寶,2018-04-02,539,0,1.2,Inner,MiddleLate,1.0,0,0,0
6502,火箭活力,2018-10-28,127,1,2.2,MiddleInner,MiddleLate,3.0,0,0,0
6503,火箭活力,2018-10-07,73,0,1.8,Inner,MiddleFront,1.0,0,0,0
6504,火箭活力,2018-04-21,590,0,1.4,MiddleInner,Late,1.0,0,0,0
6505,火箭活力,2018-03-11,485,0,1.2,Inner,Late,1.0,0,0,0
6506,火箭活力,2018-02-10,413,0,1.4,Inner,MiddleFront,1.0,0,0,0
