,HorseNameCHI,date,raceid,location_id,distance,DG,Act_RS,wlast,first,firsttwo,firstthree
101955,凱旋星光,2018-05-27,681,0,1.4,MiddleOuter,MiddleFront,2.0,0,0,0
101956,凱旋星光,2018-05-06,627,0,1.4,Inner,MiddleFront,3.0,0,0,0
101957,凱旋星光,2018-04-21,587,0,1.4,Outer,Pace,2.0,0,1,1
101958,凱旋星光,2018-02-25,453,0,1.6,MiddleOuter,Pace,3.0,0,0,0
102026,包裝騎士,2018-12-05,235,1,1.8,MiddleInner,MiddleLate,2.0,0,0,0
102027,包裝騎士,2018-11-14,180,1,1.65,MiddleOuter,MiddleLate,2.0,0,0,0
102028,包裝騎士,2018-10-21,112,0,1.8,MiddleInner,Pace,3.0,0,0,0
102029,包裝騎士,2018-10-03,71,1,1.8,Inner,MiddleFront,4.0,0,0,1
102030,包裝騎士,2018-09-09,20,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
102031,包裝騎士,2018-06-24,744,0,1.8,Inner,Pace,2.0,0,0,0
102032,包裝騎士,2018-06-03,701,0,1.6,Inner,MiddleLate,1.0,0,0,0
102033,包裝騎士,2018-05-02,616,0,1.65,MiddleOuter,MiddleLate,3.0,0,0,0
102034,包裝騎士,2018-04-15,573,0,2.2,MiddleOuter,Pace,3.0,0,0,0
102035,包裝騎士,2018-03-28,535,1,1.8,MiddleInner,MiddleFront,2.0,0,0,0
102082,招多福,2018-10-28,135,1,1.65,MiddleOuter,MiddleLate,3.0,0,0,1
102083,招多福,2018-10-18,107,1,1.65,MiddleInner,MiddleFront,3.0,0,0,0
102084,招多福,2018-09-12,31,1,1.65,MiddleInner,MiddleLate,2.0,0,0,0
102085,招多福,2018-07-04,776,1,1.65,MiddleOuter,MiddleLate,3.0,0,0,1
102086,招多福,2018-06-03,700,0,1.6,Outer,MiddleLate,6.0,0,1,1
102087,招多福,2018-04-02,546,0,1.6,MiddleInner,MiddleFront,2.0,0,0,0
102088,招多福,2018-02-25,457,0,1.6,Inner,MiddleLate,3.0,1,1,1
102089,招多福,2018-02-14,426,1,1.65,Outer,Late,2.0,0,0,0
102117,勇晉神駒,2018-12-19,265,0,1.65,MiddleInner,Pace,4.0,0,0,0
102118,勇晉神駒,2018-10-31,137,0,1.65,Inner,MiddleFront,3.0,0,0,0
102119,勇晉神駒,2018-09-09,22,0,1.4,MiddleInner,MiddleLate,2.0,0,0,0
102120,勇晉神駒,2018-07-01,760,0,1.65,MiddleInner,MiddleFront,5.0,0,0,0
102121,勇晉神駒,2018-06-10,714,0,1.65,Inner,Pace,2.0,1,1,1
102122,勇晉神駒,2018-05-20,659,0,1.4,Inner,MiddleLate,2.0,0,0,0
102123,勇晉神駒,2018-05-06,623,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
102124,勇晉神駒,2018-03-03,467,0,1.6,Inner,MiddleFront,1.0,0,0,0
102125,勇晉神駒,2018-01-01,308,0,1.4,MiddleOuter,Pace,2.0,1,1,1
102189,新力風,2018-10-21,115,0,1.2,MiddleInner,MiddleLate,2.0,0,0,0
102191,新力風,2018-05-27,679,0,1.2,Inner,MiddleFront,1.0,0,0,0
102192,新力風,2018-04-29,606,0,1.4,Outer,MiddleLate,3.0,0,0,0
102193,新力風,2018-04-08,554,0,1.2,MiddleInner,MiddleFront,3.0,0,0,0
102194,新力風,2018-03-11,490,0,1.2,Inner,MiddleFront,2.0,0,0,0
102195,新力風,2018-01-28,379,0,1.2,Inner,MiddleFront,1.0,0,0,0
102234,勁嘉輝,2018-12-26,283,1,1.65,MiddleOuter,Late,2.0,0,0,0
102235,勁嘉輝,2018-11-14,177,1,1.65,MiddleOuter,MiddleLate,1.0,0,1,1
102236,勁嘉輝,2018-11-04,148,0,1.6,Inner,Late,3.0,0,0,0
102237,勁嘉輝,2018-10-24,121,1,1.65,MiddleOuter,Late,2.0,0,0,0
102238,勁嘉輝,2018-10-07,78,0,1.6,Inner,MiddleFront,1.0,0,0,0
102239,勁嘉輝,2018-09-12,33,1,1.65,Outer,Late,1.0,0,0,0
102240,勁嘉輝,2018-06-06,709,1,1.65,MiddleOuter,MiddleLate,2.0,0,0,0
102241,勁嘉輝,2018-05-16,653,1,1.65,MiddleOuter,MiddleLate,2.0,1,1,1
102242,勁嘉輝,2018-04-21,586,0,1.65,MiddleOuter,MiddleLate,3.0,0,0,0
102243,勁嘉輝,2018-04-11,561,1,1.65,Outer,Late,1.0,0,0,0
102472,澳斯卡,2018-10-21,116,0,1.6,Inner,MiddleFront,1.0,0,0,0
102473,澳斯卡,2018-10-01,62,0,1.4,Outer,Late,3.0,0,0,0
102474,澳斯卡,2018-06-24,748,0,1.4,Inner,MiddleLate,2.0,0,0,0
102475,澳斯卡,2018-05-27,679,0,1.2,MiddleOuter,MiddleLate,3.0,0,0,0
102476,澳斯卡,2018-04-29,609,0,1.2,MiddleOuter,Late,3.0,0,0,0
102508,漸信名駒,2018-12-19,266,0,1.2,MiddleOuter,MiddleLate,2.0,0,0,1
102509,漸信名駒,2018-12-02,220,0,1.2,Inner,Late,2.0,0,1,1
102510,漸信名駒,2018-10-31,137,0,1.65,Inner,MiddleFront,2.0,0,0,0
102511,漸信名駒,2018-10-03,65,1,1.65,MiddleInner,MiddleLate,7.0,0,0,0
102512,漸信名駒,2018-09-09,22,0,1.4,MiddleOuter,MiddleFront,4.0,0,0,0
102513,漸信名駒,2018-07-01,760,0,1.65,MiddleOuter,MiddleLate,2.0,0,0,0
102514,漸信名駒,2018-06-10,714,0,1.65,MiddleInner,MiddleFront,3.0,0,0,0
102515,漸信名駒,2018-05-20,659,0,1.4,MiddleInner,Late,1.0,0,0,0
102516,漸信名駒,2018-01-07,320,0,1.8,MiddleInner,Late,6.0,0,0,0
102576,香江穩勝,2018-12-05,232,1,1.2,MiddleOuter,Pace,1.0,0,0,0
102577,香江穩勝,2018-11-10,171,0,1.2,Outer,MiddleFront,4.0,0,0,0
102578,香江穩勝,2018-10-13,97,0,1.2,Outer,Pace,1.0,0,1,1
102579,香江穩勝,2018-09-22,42,0,1.2,MiddleInner,Pace,1.0,1,1,1
102580,香江穩勝,2018-09-05,16,1,1.2,MiddleInner,MiddleFront,1.0,0,0,0
102581,香江穩勝,2018-02-28,465,0,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
102582,香江穩勝,2018-01-17,352,1,1.2,MiddleOuter,Late,4.0,0,0,0
102634,大運舞台,2018-12-29,294,0,1.4,MiddleInner,Pace,1.0,0,0,0
102635,大運舞台,2018-12-05,228,1,1.2,Inner,MiddleFront,1.0,0,0,1
102636,大運舞台,2018-11-28,209,1,1.2,MiddleInner,MiddleLate,7.0,0,0,1
102637,大運舞台,2018-11-04,147,0,1.6,Outer,MiddleFront,3.0,0,0,0
102638,大運舞台,2018-10-24,122,1,1.2,Inner,MiddleFront,2.0,0,0,1
102639,大運舞台,2018-10-10,84,1,1.2,Inner,MiddleFront,2.0,1,1,1
102640,大運舞台,2018-09-02,2,0,1.6,Inner,MiddleFront,1.0,0,0,1
102641,大運舞台,2018-07-15,797,0,1.8,Outer,Pace,1.0,0,0,0
102642,大運舞台,2018-06-06,705,1,1.65,Inner,Pace,1.0,0,0,0
102643,大運舞台,2018-05-06,622,0,1.6,Inner,Pace,1.0,0,0,1
102644,大運舞台,2018-03-25,522,0,1.4,MiddleInner,MiddleFront,4.0,0,0,0
102824,恆駿寶駒,2018-12-02,224,0,1.65,Inner,Late,3.0,1,1,1
102825,恆駿寶駒,2018-11-18,183,0,1.65,MiddleOuter,MiddleLate,5.0,0,0,0
102826,恆駿寶駒,2018-10-31,143,0,1.65,MiddleInner,Late,1.0,0,1,1
102827,恆駿寶駒,2018-10-07,81,0,1.65,Inner,MiddleFront,1.0,0,0,0
102828,恆駿寶駒,2018-10-01,60,0,1.6,Outer,Late,2.0,0,0,0
102829,恆駿寶駒,2018-09-02,8,0,1.4,MiddleOuter,Late,2.0,1,1,1
102830,恆駿寶駒,2018-06-27,759,1,1.65,Outer,MiddleLate,4.0,0,0,0
102831,恆駿寶駒,2018-05-30,694,0,1.65,Inner,MiddleFront,2.0,0,1,1
102832,恆駿寶駒,2018-05-06,631,0,1.4,MiddleInner,Late,2.0,0,0,0
102833,恆駿寶駒,2018-05-02,619,0,1.65,Inner,Late,1.0,0,0,1
102911,好友益,2018-12-23,276,0,1.4,MiddleOuter,Late,3.0,0,0,0
102912,好友益,2018-12-05,231,1,1.65,MiddleInner,MiddleFront,3.0,0,1,1
102913,好友益,2018-11-10,167,0,1.4,Inner,Late,5.0,0,0,1
102914,好友益,2018-10-21,117,0,1.2,MiddleOuter,Late,2.0,0,0,0
102915,好友益,2018-10-07,81,0,1.65,MiddleInner,MiddleLate,2.0,0,0,0
102916,好友益,2018-09-26,54,1,1.2,Outer,Late,1.0,0,0,0
102917,好友益,2018-09-05,16,1,1.2,MiddleOuter,Late,3.0,0,0,0
102918,好友益,2018-06-13,728,1,1.2,MiddleOuter,MiddleLate,4.0,0,0,0
102919,好友益,2018-05-16,654,1,1.2,MiddleInner,MiddleFront,1.0,1,1,1
102920,好友益,2018-04-11,558,1,1.2,Inner,MiddleFront,2.0,1,1,1
102921,好友益,2018-04-02,543,0,1.6,Outer,MiddleLate,4.0,0,0,0
102997,一片光明,2018-12-09,244,0,1.2,Inner,Pace,1.0,0,0,0
102998,一片光明,2018-11-18,189,0,1.2,Inner,MiddleFront,2.0,0,0,0
102999,一片光明,2018-11-10,170,0,1.4,Inner,MiddleFront,1.0,0,0,0
103000,一片光明,2018-03-18,507,0,1.4,Inner,MiddleFront,3.0,0,0,0
103001,一片光明,2018-03-03,468,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
103002,一片光明,2018-02-04,397,0,1.4,MiddleInner,MiddleFront,2.0,0,0,0
103003,一片光明,2018-01-01,318,0,1.4,Inner,MiddleFront,1.0,0,1,1
103061,越感,2018-11-28,216,1,1.2,MiddleInner,MiddleFront,3.0,1,1,1
103062,越感,2018-11-07,161,1,1.2,Outer,MiddleLate,2.0,0,0,1
103063,越感,2018-10-18,108,1,1.2,Outer,MiddleFront,2.0,0,0,0
103064,越感,2018-10-03,72,1,1.2,MiddleOuter,MiddleLate,5.0,1,1,1
103065,越感,2018-07-11,796,1,1.2,Inner,MiddleFront,1.0,0,1,1
103066,越感,2018-06-13,728,1,1.2,MiddleInner,MiddleFront,2.0,0,0,1
103067,越感,2018-05-16,655,1,1.2,Inner,MiddleFront,1.0,0,0,1
103068,越感,2018-04-25,602,1,1.2,MiddleInner,MiddleFront,1.0,0,0,0
103069,越感,2018-03-21,516,1,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
103144,飛壹般,2018-12-12,248,1,1.65,MiddleOuter,MiddleLate,3.0,0,0,0
103145,飛壹般,2018-11-28,210,1,1.65,MiddleOuter,Pace,1.0,0,0,1
103146,飛壹般,2018-10-03,65,1,1.65,Outer,Pace,1.0,1,1,1
103147,飛壹般,2018-09-05,11,1,1.65,MiddleOuter,Pace,2.0,1,1,1
103148,飛壹般,2018-06-06,705,1,1.65,MiddleOuter,MiddleFront,2.0,0,0,0
103149,飛壹般,2018-05-06,622,0,1.6,Outer,MiddleFront,4.0,0,0,0
103150,飛壹般,2018-04-15,567,0,1.2,Inner,MiddleLate,2.0,0,0,0
103151,飛壹般,2018-03-03,467,0,1.6,MiddleInner,MiddleFront,3.0,0,0,1
103152,飛壹般,2018-01-01,309,0,1.6,Outer,Pace,3.0,0,0,0
103193,威利熱流,2018-12-19,270,0,1.8,MiddleInner,Late,2.0,0,1,1
103194,威利熱流,2018-11-04,152,0,1.8,MiddleInner,Late,5.0,0,0,0
103195,威利熱流,2018-10-13,92,0,1.8,Inner,MiddleLate,2.0,1,1,1
103196,威利熱流,2018-07-11,793,1,1.8,MiddleOuter,Late,3.0,0,0,1
103197,威利熱流,2018-06-06,706,1,2.2,MiddleInner,Late,3.0,0,0,0
103198,威利熱流,2018-05-16,656,1,1.8,MiddleInner,MiddleFront,4.0,0,0,0
103199,威利熱流,2018-04-21,589,0,1.8,MiddleInner,Late,3.0,0,0,1
103200,威利熱流,2018-04-02,546,0,1.6,MiddleInner,Late,1.0,0,0,1
103201,威利熱流,2018-03-11,489,0,1.65,Inner,Late,8.0,0,0,1
103229,聚歡笑,2018-10-01,57,0,1.2,Inner,MiddleFront,1.0,0,0,0
103230,聚歡笑,2018-09-09,23,0,1.2,Outer,Late,2.0,0,0,0
103231,聚歡笑,2018-06-24,746,0,1.4,Outer,Late,3.0,0,0,0
103232,聚歡笑,2018-05-30,689,0,1.2,Inner,MiddleLate,1.0,0,0,0
103233,聚歡笑,2018-05-12,642,0,1.2,MiddleInner,Late,2.0,0,0,0
103234,聚歡笑,2018-01-13,338,0,1.4,MiddleOuter,MiddleFront,2.0,0,0,0
103287,喜菜,2018-12-19,269,0,1.2,MiddleOuter,MiddleFront,3.0,0,0,1
103288,喜菜,2018-11-14,175,1,1.0,MiddleInner,MiddleLate,2.0,0,0,0
103289,喜菜,2018-10-24,123,1,1.0,Inner,MiddleLate,1.0,0,0,0
103290,喜菜,2018-10-03,69,1,1.2,MiddleInner,Late,2.0,0,0,0
103291,喜菜,2018-07-11,791,1,1.0,Outer,Late,2.0,0,0,0
103292,喜菜,2018-07-04,772,1,1.2,Inner,MiddleLate,1.0,0,0,0
103293,喜菜,2018-06-13,727,1,1.2,Outer,Late,1.0,0,0,0
103294,喜菜,2018-06-06,710,1,1.2,MiddleInner,MiddleLate,4.0,0,0,0
103295,喜菜,2018-05-16,654,1,1.2,Outer,MiddleLate,2.0,0,0,0
103296,喜菜,2018-04-18,581,1,1.0,MiddleInner,MiddleLate,1.0,1,1,1
103367,龍船鼓響,2018-12-16,262,0,1.4,MiddleInner,MiddleLate,4.0,0,1,1
103368,龍船鼓響,2018-10-21,118,0,1.4,Inner,MiddleLate,1.0,1,1,1
103369,龍船鼓響,2018-10-07,82,0,1.4,MiddleOuter,MiddleLate,4.0,0,0,0
103370,龍船鼓響,2018-09-22,46,0,1.4,MiddleOuter,Late,3.0,0,0,0
103371,龍船鼓響,2018-09-02,10,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,1
103372,龍船鼓響,2018-05-20,667,0,1.6,Outer,MiddleLate,3.0,0,0,1
103373,龍船鼓響,2018-04-29,612,0,1.6,MiddleInner,Late,1.0,0,0,0
103374,龍船鼓響,2018-03-25,528,0,1.6,MiddleOuter,Pace,2.0,0,0,1
103375,龍船鼓響,2018-02-18,433,0,2.0,MiddleOuter,MiddleFront,3.0,0,0,0
103415,荷蘭風車,2018-11-04,147,0,1.6,Outer,Late,1.0,0,0,0
103416,荷蘭風車,2018-10-07,76,0,1.4,MiddleInner,MiddleFront,4.0,0,0,0
103417,荷蘭風車,2018-09-26,48,1,1.8,MiddleInner,MiddleFront,1.0,0,0,0
103418,荷蘭風車,2018-09-05,11,1,1.65,Inner,MiddleFront,1.0,0,0,1
103419,荷蘭風車,2018-07-11,789,1,1.65,Outer,Late,3.0,0,0,1
103420,荷蘭風車,2018-06-10,715,0,1.4,Inner,MiddleLate,2.0,0,0,1
103421,荷蘭風車,2018-04-25,595,1,1.65,Outer,Late,1.0,0,0,0
103422,荷蘭風車,2018-03-11,488,0,1.65,Outer,Late,1.0,0,0,0
103464,金飯碗,2018-12-12,246,1,1.65,Outer,Late,2.0,0,0,0
103465,金飯碗,2018-11-14,173,1,1.65,MiddleOuter,Late,1.0,0,0,0
103466,金飯碗,2018-10-10,84,1,1.2,MiddleOuter,Late,7.0,0,0,0
103467,金飯碗,2018-09-26,47,1,1.0,MiddleInner,MiddleLate,2.0,0,0,0
103468,金飯碗,2018-09-05,12,1,1.2,MiddleOuter,Late,2.0,0,0,0
103469,金飯碗,2018-07-04,770,1,1.0,Inner,MiddleFront,1.0,0,0,1
103470,金飯碗,2018-06-10,715,0,1.4,MiddleInner,MiddleLate,3.0,0,0,0
103471,金飯碗,2018-05-23,669,1,1.2,MiddleOuter,Late,1.0,0,0,0
103472,金飯碗,2018-05-06,626,0,1.2,MiddleInner,MiddleLate,3.0,0,0,0
103473,金飯碗,2018-04-11,560,1,1.2,Inner,MiddleFront,1.0,0,0,0
103540,自由飛翔,2018-12-19,267,0,1.65,Outer,Pace,1.0,0,0,0
103541,自由飛翔,2018-12-05,233,1,1.65,MiddleInner,Late,9.0,0,0,0
103542,自由飛翔,2018-10-31,142,0,1.8,Inner,MiddleFront,5.0,0,0,0
103543,自由飛翔,2018-10-18,103,1,1.65,MiddleOuter,Late,1.0,0,0,0
103544,自由飛翔,2018-10-10,85,1,1.65,MiddleOuter,MiddleFront,5.0,0,0,0
103545,自由飛翔,2018-09-12,33,1,1.65,Inner,MiddleFront,4.0,0,1,1
103546,自由飛翔,2018-07-11,789,1,1.65,MiddleInner,MiddleLate,1.0,1,1,1
103547,自由飛翔,2018-06-06,707,1,1.2,MiddleInner,Late,2.0,0,0,0
103548,自由飛翔,2018-05-02,617,0,1.2,MiddleInner,MiddleLate,1.0,0,0,0
103549,自由飛翔,2018-04-25,599,1,1.2,MiddleOuter,Late,1.0,0,0,0
103650,小奇妙,2018-12-19,265,0,1.65,Outer,Late,3.0,0,0,0
103651,小奇妙,2018-12-02,217,0,1.8,MiddleInner,Pace,4.0,0,0,1
103652,小奇妙,2018-11-21,191,1,1.8,MiddleOuter,MiddleFront,3.0,0,0,0
103653,小奇妙,2018-10-28,127,1,2.2,Outer,Late,3.0,0,0,0
103654,小奇妙,2018-10-03,65,1,1.65,MiddleInner,MiddleLate,5.0,0,0,0
103655,小奇妙,2018-07-15,797,0,1.8,MiddleInner,MiddleFront,4.0,0,0,0
103656,小奇妙,2018-07-01,760,0,1.65,Outer,MiddleLate,9.0,0,0,1
103657,小奇妙,2018-06-10,715,0,1.4,Outer,Pace,1.0,0,0,0
103658,小奇妙,2018-05-06,622,0,1.6,Outer,Pace,2.0,0,0,0
103659,小奇妙,2018-04-25,595,1,1.65,MiddleInner,MiddleLate,1.0,0,0,0
103660,小奇妙,2018-03-14,497,1,1.8,MiddleOuter,MiddleLate,4.0,0,0,0
103791,人民武士,2018-12-29,299,0,1.2,Outer,MiddleFront,3.0,1,1,1
103792,人民武士,2018-12-05,235,1,1.8,Inner,MiddleFront,2.0,0,0,0
103793,人民武士,2018-11-18,185,0,1.8,Inner,MiddleFront,1.0,0,0,0
103794,人民武士,2018-10-31,139,0,1.65,MiddleInner,MiddleLate,3.0,0,0,0
103795,人民武士,2018-10-13,98,0,1.6,Outer,MiddleFront,3.0,0,0,0
103796,人民武士,2018-09-22,46,0,1.4,MiddleOuter,MiddleLate,3.0,0,0,0
103797,人民武士,2018-06-24,750,0,1.2,MiddleOuter,Late,2.0,0,0,0
103798,人民武士,2018-04-21,594,0,1.4,MiddleOuter,MiddleFront,6.0,0,0,0
103799,人民武士,2018-03-18,507,0,1.4,MiddleInner,Pace,1.0,1,1,1
103800,人民武士,2018-03-11,486,0,1.65,MiddleOuter,MiddleFront,2.0,0,1,1
103801,人民武士,2018-01-13,343,0,1.65,MiddleInner,MiddleFront,2.0,0,0,1
103841,添好運,2018-12-29,299,0,1.2,MiddleOuter,MiddleFront,2.0,0,0,0
103842,添好運,2018-12-19,272,0,1.2,Outer,MiddleLate,3.0,0,0,0
103843,添好運,2018-11-10,171,0,1.2,MiddleInner,MiddleFront,3.0,0,0,1
103844,添好運,2018-10-28,134,1,1.0,MiddleInner,MiddleLate,2.0,0,0,0
103845,添好運,2018-07-15,807,0,1.4,Outer,Late,5.0,0,0,0
103846,添好運,2018-06-24,751,0,1.4,Outer,MiddleLate,3.0,0,0,0
103847,添好運,2018-06-03,704,0,1.2,MiddleInner,Late,1.0,0,0,0
103848,添好運,2018-05-23,674,1,1.2,MiddleOuter,MiddleLate,1.0,0,0,0
103849,添好運,2018-04-29,611,0,1.2,MiddleOuter,Late,3.0,0,0,0
103850,添好運,2018-04-15,575,0,1.2,MiddleInner,MiddleFront,2.0,0,0,0
103851,添好運,2018-02-28,464,0,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
103883,華美之友,2018-12-02,225,0,1.2,Outer,MiddleLate,5.0,0,0,0
103884,華美之友,2018-11-10,170,0,1.4,MiddleOuter,Pace,1.0,0,0,0
103885,華美之友,2018-10-07,82,0,1.4,Outer,Pace,1.0,0,0,1
103886,華美之友,2018-09-05,18,1,1.2,MiddleInner,MiddleLate,2.0,0,0,0
103887,華美之友,2018-07-11,795,1,1.2,Inner,MiddleFront,1.0,0,0,0
103888,華美之友,2018-06-13,730,1,1.2,MiddleInner,MiddleFront,2.0,0,0,0
103889,華美之友,2018-05-27,679,0,1.2,MiddleInner,MiddleFront,3.0,0,0,0
103890,華美之友,2018-04-29,606,0,1.4,Outer,Pace,1.0,0,0,0
103891,華美之友,2018-03-11,490,0,1.2,MiddleInner,MiddleFront,3.0,0,0,0
103892,華美之友,2018-02-18,434,0,1.4,MiddleOuter,Pace,1.0,0,0,0
103982,老友記,2018-12-23,278,0,1.2,MiddleOuter,Pace,2.0,0,0,0
103983,老友記,2018-12-05,229,1,1.2,MiddleInner,Pace,1.0,0,0,0
103984,老友記,2018-10-31,140,0,1.2,Outer,Pace,2.0,0,0,0
103985,老友記,2018-10-07,80,0,1.2,MiddleInner,Pace,1.0,0,0,0
103986,老友記,2018-09-05,13,1,1.0,Inner,MiddleFront,1.0,0,0,0
103987,老友記,2018-06-27,754,1,1.0,Inner,MiddleFront,2.0,0,0,0
103988,老友記,2018-05-30,689,0,1.2,Outer,Pace,2.0,0,0,0
103989,老友記,2018-05-16,652,1,1.0,Outer,MiddleLate,3.0,0,0,0
103990,老友記,2018-05-06,630,0,1.2,MiddleInner,MiddleFront,1.0,0,0,0
103991,老友記,2018-04-21,591,0,1.2,MiddleInner,MiddleFront,3.0,0,0,0
104053,歡樂盈盈,2018-10-21,112,0,1.8,MiddleOuter,Late,2.0,0,0,0
104054,歡樂盈盈,2018-05-06,624,0,2.4,MiddleInner,MiddleLate,3.0,0,0,0
104055,歡樂盈盈,2018-04-15,573,0,2.2,Outer,Late,4.0,0,0,0
104056,歡樂盈盈,2018-03-28,535,1,1.8,MiddleOuter,MiddleLate,3.0,0,0,0
104057,歡樂盈盈,2018-02-18,433,0,2.0,Inner,MiddleLate,1.0,1,1,1
104058,歡樂盈盈,2018-02-07,403,1,1.8,Inner,MiddleFront,1.0,0,0,0
104059,歡樂盈盈,2018-01-28,381,0,1.8,Outer,MiddleFront,3.0,0,0,0
104236,塑料喜,2018-12-26,284,1,1.65,Inner,MiddleFront,2.0,1,1,1
104237,塑料喜,2018-11-07,157,1,1.65,Outer,MiddleFront,4.0,0,0,0
104238,塑料喜,2018-09-05,15,1,1.65,Outer,Pace,1.0,0,0,1
104239,塑料喜,2018-06-16,735,0,1.4,Outer,MiddleLate,3.0,0,0,0
104240,塑料喜,2018-05-09,634,1,1.8,Outer,Pace,4.0,0,0,0
104241,塑料喜,2018-04-08,550,0,1.8,Inner,Pace,1.0,0,1,1
104242,塑料喜,2018-03-14,497,1,1.8,MiddleInner,Pace,1.0,0,0,0
104243,塑料喜,2018-02-25,453,0,1.6,Outer,Late,4.0,0,0,0
104244,塑料喜,2018-01-13,344,0,1.6,Outer,Pace,1.0,0,0,1
104321,索先生,2018-11-10,169,0,1.4,Inner,Pace,3.0,0,0,0
104322,索先生,2018-10-24,126,1,1.2,MiddleOuter,MiddleLate,2.0,0,1,1
104323,索先生,2018-10-03,69,1,1.2,MiddleInner,MiddleLate,3.0,1,1,1
104324,索先生,2018-09-12,32,1,1.2,Inner,MiddleFront,3.0,0,0,0
104325,索先生,2018-07-11,790,1,1.2,MiddleOuter,MiddleLate,3.0,0,1,1
104326,索先生,2018-06-27,757,1,1.0,Outer,Late,2.0,0,0,0
104327,索先生,2018-06-13,729,1,1.65,MiddleInner,MiddleLate,2.0,0,0,0
104328,索先生,2018-05-30,693,0,1.2,Inner,MiddleLate,2.0,0,0,1
104329,索先生,2018-05-09,636,1,1.2,Outer,MiddleLate,3.0,0,0,0
104417,威先生,2018-12-26,286,1,1.0,MiddleOuter,Pace,1.0,0,0,0
104418,威先生,2018-12-05,230,1,1.0,Inner,Pace,1.0,0,0,0
104419,威先生,2018-11-14,175,1,1.0,Inner,MiddleFront,2.0,0,0,0
104420,威先生,2018-10-10,86,1,1.0,Inner,Pace,1.0,0,0,0
104421,威先生,2018-09-05,13,1,1.0,Outer,Pace,1.0,0,1,1
104422,威先生,2018-07-11,791,1,1.0,Inner,Pace,1.0,0,1,1
104423,威先生,2018-06-27,757,1,1.0,MiddleInner,MiddleFront,3.0,0,0,0
104424,威先生,2018-06-06,711,1,1.0,Inner,Pace,2.0,0,0,0
104426,威先生,2018-05-06,630,0,1.2,Outer,Pace,1.0,0,0,0
104427,威先生,2018-04-08,551,0,1.2,Inner,Pace,1.0,0,0,0
104505,歐洲之星,2018-12-05,231,1,1.65,Outer,Pace,1.0,1,1,1
104506,歐洲之星,2018-10-24,119,1,1.65,MiddleInner,Pace,3.0,1,1,1
104507,歐洲之星,2018-07-11,789,1,1.65,MiddleOuter,Pace,2.0,0,0,0
104508,歐洲之星,2018-06-27,755,1,1.65,MiddleInner,MiddleLate,1.0,0,0,0
104509,歐洲之星,2018-06-13,725,1,1.65,Outer,MiddleLate,3.0,0,0,0
104510,歐洲之星,2018-05-23,671,1,1.65,MiddleOuter,MiddleLate,2.0,0,0,0
104511,歐洲之星,2018-05-09,635,1,1.65,MiddleInner,Late,3.0,0,0,0
104512,歐洲之星,2018-04-25,598,1,1.65,MiddleOuter,Pace,3.0,0,0,0
104513,歐洲之星,2018-03-14,497,1,1.8,Inner,MiddleFront,1.0,0,0,0
104558,飛馬再威,2018-12-26,283,1,1.65,MiddleInner,Late,1.0,0,0,0
104559,飛馬再威,2018-10-31,142,0,1.8,MiddleOuter,MiddleFront,2.0,0,0,0
104560,飛馬再威,2018-10-07,74,0,1.65,Inner,MiddleFront,4.0,0,0,1
104561,飛馬再威,2018-09-22,37,0,1.2,Outer,MiddleLate,4.0,0,0,0
104562,飛馬再威,2018-04-29,603,0,1.8,MiddleOuter,MiddleLate,6.0,0,0,0
104563,飛馬再威,2018-04-11,559,1,1.65,Inner,MiddleLate,4.0,0,0,0
104564,飛馬再威,2018-03-14,495,1,1.65,Inner,MiddleLate,1.0,0,1,1
104565,飛馬再威,2018-02-14,421,1,1.65,MiddleOuter,Late,1.0,0,1,1
104566,飛馬再威,2018-01-07,321,0,1.65,MiddleOuter,Late,7.0,0,0,0
104589,大天龍,2018-12-19,265,0,1.65,MiddleInner,MiddleLate,5.0,0,0,0
104590,大天龍,2018-12-12,246,1,1.65,Inner,Pace,1.0,0,0,0
104591,大天龍,2018-11-28,210,1,1.65,Inner,MiddleFront,2.0,0,0,0
104592,大天龍,2018-10-18,104,1,1.8,Outer,Late,2.0,0,0,0
104593,大天龍,2018-09-26,47,1,1.0,MiddleOuter,Late,1.0,0,0,0
104594,大天龍,2018-07-08,780,0,1.4,Inner,MiddleFront,1.0,0,0,0
104595,大天龍,2018-06-10,715,0,1.4,Inner,MiddleFront,1.0,0,0,0
104596,大天龍,2018-02-18,427,0,1.4,Outer,Pace,2.0,0,0,0
104597,大天龍,2018-01-13,337,0,1.4,Outer,MiddleFront,5.0,0,0,0
104714,旅英公爵,2018-12-12,247,1,1.2,MiddleOuter,Late,1.0,0,0,0
104715,旅英公爵,2018-11-21,194,1,1.2,MiddleOuter,MiddleLate,2.0,0,0,0
104716,旅英公爵,2018-10-28,129,1,1.2,MiddleOuter,Late,3.0,0,1,1
104717,旅英公爵,2018-10-18,101,1,1.2,MiddleOuter,Late,2.0,0,0,0
104718,旅英公爵,2018-10-03,68,1,1.2,MiddleInner,MiddleLate,3.0,0,0,0
